concept_id,concept_code,concept_name,concept_class_id,parent_concept_id,member_ingredient_count,member_drug_count
21600165,A03AD,Papaverine and derivatives,ATC 4th,21600128,3,73
21600195,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",ATC 4th,21600190,5,411
21600492,A04AA,Serotonin (5HT3) antagonists,ATC 4th,21600491,5,207
21600511,A05AA,Bile acids and derivatives,ATC 4th,21600510,6,112
21600672,A07X,OTHER ANTIDIARRHEALS,ATC 3rd,21600600,65,970
21600775,A10BF,Alpha glucosidase inhibitors,ATC 4th,21600744,2,30
21600783,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,ATC 4th,21600744,5,94
21600933,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,21600932,56,843
21601033,B02A,ANTIFIBRINOLYTICS,ATC 3rd,21601032,6,103
21601049,B02BC,Local hemostatics,ATC 4th,21601043,10,550
21601215,B05XB,Amino acids,ATC 4th,21601194,3,166
21600243,C01AC,Strophanthus glycosides,ATC 4th,21601239,1,17
21600264,C01BC,"Antiarrhythmics, class Ic",ATC 4th,21600248,3,76
21600397,C02AC,Imidazoline receptor agonists,ATC 4th,21600382,4,169
21600438,C02K,OTHER ANTIHYPERTENSIVES,ATC 3rd,21600381,16,117
21601557,C03XA,Vasopressin antagonists,ATC 4th,21601556,2,56
21601664,C07,BETA BLOCKING AGENTS,ATC 2nd,21601237,26,1160
21601728,C07CG,Alpha and beta blocking agents and other diuretics,ATC 4th,21601718,0,9
21601832,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",ATC 3rd,21601782,0,213
21601854,C10A,"LIPID MODIFYING AGENTS, PLAIN",ATC 3rd,21601853,39,1276
21601898,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",ATC 3rd,21601853,1,171
21601909,D01A,ANTIFUNGALS FOR TOPICAL USE,ATC 3rd,21601908,38,3673
21601980,D02BA,Protectives against UV-radiation for topical use,ATC 4th,21601979,2,31
21602019,D04AB,Anesthetics for topical use,ATC 4th,21602003,6,1516
21602163,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",ATC 4th,21602158,0,211
21602202,D08AC,Biguanides and amidines,ATC 4th,21602196,5,692
21602229,D08AJ,Quaternary ammonium compounds,ATC 4th,21602196,7,785
21602277,D09AB,Zinc bandages,ATC 4th,21602262,1,859
21602529,G03CC,"Estrogens, combinations with other drugs",ATC 4th,21602514,7,207
21602677,G04CX,Other drugs used in benign prostatic hypertrophy,ATC 4th,21602666,2,2
21602683,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,ATC 3rd,21602682,13,452
21602723,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",ATC 3rd,21602722,20,2591
21602760,H03BA,Thiouracils,ATC 4th,21602759,2,16
21602764,H03BB,Sulfur-containing imidazole derivatives,ATC 4th,21602759,2,54
21602785,H05B,ANTI-PARATHYROID AGENTS,ATC 3rd,21602779,8,164
21602861,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors",ATC 4th,21602818,4,365
21602918,J01DF,Monobactams,ATC 4th,21602868,1,18
21603073,J02AA,Antibiotics,ATC 4th,21603072,1,51
21603148,J05AE,Protease inhibitors,ATC 4th,21603127,10,196
21601282,J07AD,Brucellosis vaccines,ATC 4th,21601279,2,2
21601353,J07BG,Rabies vaccines,ATC 4th,21601329,3,19
21601369,J07BX,Other viral vaccines,ATC 4th,21601329,4,41
21601371,J07CA,"Bacterial and viral vaccines, combined",ATC 4th,21601370,4,233
21603823,L02AE,Gonadotropin releasing hormone analogues,ATC 4th,21603813,5,203
21603848,L03,IMMUNOSTIMULANTS,ATC 2nd,21601386,42,860
21603960,M01AC,Oxicams,ATC 4th,21603933,5,243
21604015,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,ATC 3rd,21603932,0,12
21604035,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,ATC 3rd,21604034,30,1839
21604070,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",ATC 3rd,21604069,23,245
21604135,M04AB,Preparations increasing uric acid excretion,ATC 4th,21604129,4,43
21604228,N01BB,Amides,ATC 4th,21604220,9,1664
21604288,N02AF,Morphinan derivatives,ATC 4th,21604254,2,57
1123896,N02AJ,Opioids in combination with non-opioid analgesics,ATC 4th,21604254,0,1203
21604364,N02C,ANTIMIGRAINE PREPARATIONS,ATC 3rd,21604253,25,703
21604365,N02CA,Ergot alkaloids,ATC 4th,21604364,4,211
21604391,N03AA,Barbiturates and derivatives,ATC 4th,21604390,5,214
21604709,N06AB,Selective serotonin reuptake inhibitors,ATC 4th,21604686,6,296
21604765,N06BC,Xanthine derivatives,ATC 4th,21604752,2,178
21604792,N06D,ANTI-DEMENTIA DRUGS,ATC 3rd,21604685,11,295
21604812,N07AX,Other parasympathomimetics,ATC 4th,21604802,3,284
21604948,P02CB,Piperazine and derivatives,ATC 4th,21604939,2,79
21604958,P02CX,Other antinematodals,ATC 4th,21604939,2,73
21603196,R01AX,Other nasal preparations,ATC 4th,21605009,9,668
21603327,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ATC 3rd,21603248,20,1350
21603458,R06AB,Substituted alkylamines,ATC 4th,21603445,6,2523
21603532,R07AA,Lung surfactants,ATC 4th,21603531,6,30
21603594,S01AX,Other antiinfectives,ATC 4th,21603552,35,1161
21603669,S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,21603650,1,304
21603698,S01ED,Beta blocking agents,ATC 4th,21603671,5,198
21605117,S01KX,Other surgical aids,ATC 4th,21605112,2,34
21605291,V03AX,Other therapeutic products,ATC 4th,21605228,2,20
21605463,V09CA,Technetium (99mTc) compounds,ATC 4th,21605462,2,8
21605492,V09EA,"Technetium (99mTc), inhalants",ATC 4th,21605491,1,1
21605509,V09G,CARDIOVASCULAR SYSTEM,ATC 3rd,21605444,8,44
21605536,V09I,TUMOUR DETECTION,ATC 3rd,21605444,14,1356
947782,L01CE,Topoisomerase 1 (TOP1) inhibitors,ATC 4th,21601445,2,43
947757,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,ATC 4th,947753,3,115
947854,L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,ATC 4th,947753,5,81
954971,L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors,ATC 4th,955076,3,33
954994,L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,ATC 4th,947753,4,70
955006,N02BF,Gabapentinoids,ATC 4th,21604303,2,142
955076,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,21601387,55,772
21605212,V,VARIOUS,ATC 1st,,635,7448
21600856,A11JC,"Vitamins, other combinations",ATC 4th,21600853,0,0
21601192,B05DA,Isotonic solutions,ATC 4th,21601191,0,0
21602194,D07XD,"Corticosteroids, very potent, other combinations",ATC 4th,21602178,0,0
21602280,D09AX,Soft paraffin dressings,ATC 4th,21602262,0,0
21602632,G04BC,Urinary concrement solvents,ATC 4th,21602628,0,0
21601328,J07AX,Other bacterial vaccines,ATC 4th,21601279,0,0
925124,J07BP,Chikungunya vaccines,ATC 4th,21601329,0,0
21600095,A02BC,Proton pump inhibitors,ATC 4th,21600080,6,253
21600521,A05B,"LIVER THERAPY, LIPOTROPICS",ATC 3rd,21600509,11,154
21600667,A07F,ANTIDIARRHEAL MICROORGANISMS,ATC 3rd,21600600,23,317
21600765,A10BD,Combinations of oral blood glucose lowering drugs,ATC 4th,21600744,1,473
21600823,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",ATC 3rd,21600800,3,129
21600835,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",ATC 3rd,21600800,1,355
21600840,A11H,OTHER PLAIN VITAMIN PREPARATIONS,ATC 3rd,21600800,17,813
21601034,B02AA,Amino acids,ATC 4th,21601033,4,71
21601091,B03AB,"Iron trivalent, oral preparations",ATC 4th,21601078,15,225
21601120,B03BA,Vitamin B12 (cyanocobalamin and analogues),ATC 4th,21601119,4,868
21601226,B06A,OTHER HEMATOLOGICAL AGENTS,ATC 3rd,21601225,19,327
21601227,B06AA,Enzymes,ATC 4th,21601226,4,118
21601239,C01A,CARDIAC GLYCOSIDES,ATC 3rd,21601238,10,166
21600403,C02B,"ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",ATC 3rd,21600381,2,21
21600425,C02DA,Thiazide derivatives,ATC 4th,21600424,1,45
21601461,C03,DIURETICS,ATC 2nd,21601237,35,1558
21601585,C04AF,Enzymes,ATC 4th,21601561,1,4
21601731,C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics",ATC 4th,21601730,0,11
21601841,C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,ATC 4th,21601832,0,87
21602002,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",ATC 2nd,21601907,19,2462
21602056,D06AA,Tetracycline and derivatives,ATC 4th,21602055,4,273
21602261,D09,MEDICATED DRESSINGS,ATC 2nd,21601907,14,2422
21602262,D09A,MEDICATED DRESSINGS,ATC 3rd,21602261,14,2422
21602446,G02BA,Intrauterine contraceptives,ATC 4th,21602445,31,660
21602514,G03C,ESTROGENS,ATC 3rd,21602471,16,938
21602629,G04BA,Acidifiers,ATC 4th,21602628,2,101
21602705,H01BB,Oxytocin and analogues,ATC 4th,21602697,1,26
21602748,H02C,ANTIADRENAL PREPARATIONS,ATC 3rd,21602722,3,131
21602749,H02CA,Anticorticosteroids,ATC 4th,21602748,3,131
21602752,H03A,THYROID PREPARATIONS,ATC 3rd,21602751,6,988
21602753,H03AA,Thyroid hormones,ATC 4th,21602752,6,988
21602770,H03BX,Other antithyroid preparations,ATC 4th,21602759,1,36
21602818,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",ATC 3rd,21602796,32,1741
21602949,J01ED,Long-acting sulfonamides,ATC 4th,21602929,5,891
21603114,J04AM,Combinations of drugs for treatment of tuberculosis,ATC 4th,21603090,0,34
21603177,J05AH,Neuraminidase inhibitors,ATC 4th,21603127,3,43
21601321,J07AP,Typhoid vaccines,ATC 4th,21601279,4,32
21601427,L01BB,Purine analogues,ATC 4th,21601421,6,86
21601445,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,ATC 3rd,21601387,12,215
21603940,M01AB,Acetic acid derivatives and related substances,ATC 4th,21603933,13,743
21603998,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",ATC 4th,21603933,14,279
21604075,M03AB,Choline derivatives,ATC 4th,21604070,1,22
21604129,M04A,ANTIGOUT PREPARATIONS,ATC 3rd,21604128,10,211
21604186,N01AB,Halogenated hydrocarbons,ATC 4th,21604182,7,76
21604383,N02CX,Other antimigraine preparations,ATC 4th,21604364,5,148
21604462,N04B,DOPAMINERGIC AGENTS,ATC 3rd,21604443,19,761
21604470,N04BB,Adamantane derivatives,ATC 4th,21604462,1,74
21604485,N04BX,Other dopaminergic agents,ATC 4th,21604462,4,40
21604602,N05BX,Other anxiolytics,ATC 4th,21604564,2,5
21604649,N05CE,Piperidinedione derivatives,ATC 4th,21604606,2,20
21604661,N05CM,Other hypnotics and sedatives,ATC 4th,21604606,12,220
21604820,N07BB,Drugs used in alcohol dependence,ATC 4th,21604816,5,94
21604838,N07X,OTHER NERVOUS SYSTEM DRUGS,ATC 3rd,21604801,20,1541
21604917,P01CC,Nitrofuran derivatives,ATC 4th,21604911,2,44
21604961,P02D,ANTICESTODALS,ATC 3rd,21604927,2,14
21603215,R02,THROAT PREPARATIONS,ATC 2nd,21605007,30,3845
21603303,R03CA,Alpha- and beta-adrenoreceptor agonists,ATC 4th,21603302,1,173
21603305,R03CB,Non-selective beta-adrenoreceptor agonists,ATC 4th,21603302,3,141
21603379,R05CB,Mucolytics,ATC 4th,21603366,13,334
21603395,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",ATC 3rd,21603365,52,2838
21603715,S01EX,Other antiglaucoma preparations,ATC 4th,21603671,3,45
21605107,S01JA,Colouring agents,ATC 4th,21605106,2,30
21605112,S01K,SURGICAL AIDS,ATC 3rd,21603551,5,455
21605144,S02,OTOLOGICALS,ATC 2nd,21603550,44,7241
21605298,V04CA,Tests for diabetes,ATC 4th,21605297,2,209
21605318,V04CG,Tests for gastric secretion,ATC 4th,21605297,6,143
21605339,V04CM,Tests for fertility disturbances,ATC 4th,21605297,1,52
21605409,V08AD,Non-watersoluble X-ray contrast media,ATC 4th,21605373,3,9
21605446,V09AA,Technetium (99mTc) compounds,ATC 4th,21605445,1,1
947783,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,ATC 4th,947753,4,68
947905,L01EX,Other protein kinase inhibitors,ATC 4th,947753,21,288
955075,L04AG,Monoclonal antibodies,ATC 4th,21603891,15,204
21600232,A03E,ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS,ATC 3rd,21600127,0,0
21600814,A11CB,Vitamin A and D in combination,ATC 4th,21600810,0,0
21600853,A11J,"OTHER VITAMIN PRODUCTS, COMBINATIONS",ATC 3rd,21600800,0,0
21600246,C01AX,Other cardiac glycosides,ATC 4th,21601239,0,0
21601616,C05AB,Antibiotics,ATC 4th,21601606,0,0
21602427,G01BE,Sulfonamides and corticosteroids,ATC 4th,21602423,0,0
21600003,A01A,STOMATOLOGICAL PREPARATIONS,ATC 3rd,21600002,36,5775
21600011,A01AB,Antiinfectives and antiseptics for local oral treatment,ATC 4th,21600003,21,2174
21600068,A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds",ATC 4th,21600047,11,758
21600129,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",ATC 4th,21600128,8,141
21600174,A03AX,Other drugs for functional gastrointestinal disorders,ATC 4th,21600128,10,94
21600490,A04,ANTIEMETICS AND ANTINAUSEANTS,ATC 2nd,21600001,13,608
21600643,A07DA,Antipropulsives,ATC 4th,21600642,5,182
21600651,A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,ATC 3rd,21600600,13,2009
21600679,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",ATC 2nd,21600001,12,562
21600697,A09,"DIGESTIVES, INCL. ENZYMES",ATC 2nd,21600001,14,522
21600713,A10A,INSULINS AND ANALOGUES,ATC 3rd,21600712,28,718
21600745,A10BA,Biguanides,ATC 4th,21600744,2,94
21600841,A11HA,Other plain vitamin preparations,ATC 4th,21600840,17,813
21600904,A12CD,Fluoride,ATC 4th,21600884,3,781
21600914,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,ATC 2nd,21600001,10,457
21600915,A14A,ANABOLIC STEROIDS,ATC 3rd,21600914,10,457
21600932,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,21600001,56,843
21601044,B02BA,Vitamin K,ATC 4th,21601043,2,57
21601136,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,21600959,76,5865
21601137,B05A,BLOOD AND RELATED PRODUCTS,ATC 3rd,21601136,9,196
40253602,B06AC,Drugs used in hereditary angioedema,ATC 4th,21601226,8,117
21601238,C01,CARDIAC THERAPY,ATC 2nd,21601237,98,4391
21600249,C01BA,"Antiarrhythmics, class Ia",ATC 4th,21600248,6,200
21600409,C02C,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",ATC 3rd,21600381,8,169
21600424,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",ATC 3rd,21600381,6,191
21600441,C02KB,Tyrosine hydroxylase inhibitors,ATC 4th,21600438,1,7
21601652,C05C,CAPILLARY STABILIZING AGENTS,ATC 3rd,21601605,7,148
21601698,C07AG,Alpha and beta blocking agents,ATC 4th,21601665,2,124
21601919,D01AC,Imidazole and triazole derivatives,ATC 4th,21601909,18,1075
21602004,D04AA,Antihistamines for topical use,ATC 4th,21602003,12,869
21602140,D07AD,"Corticosteroids, very potent (group IV)",ATC 4th,21602099,2,119
21602182,D07XB,"Corticosteroids, moderately potent, other combinations",ATC 4th,21602178,0,1371
21602263,D09AA,Medicated dressings with antiinfectives,ATC 4th,21602262,13,1563
21602341,D11AX,Other dermatologicals,ATC 4th,21602324,21,1687
21602384,G01AD,Organic acids,ATC 4th,21602361,6,493
21602559,G03EA,Androgens and estrogens,ATC 4th,21602558,0,103
21602585,G03FB,"Progestogens and estrogens, sequential preparations",ATC 4th,21602566,6,505
21602618,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,ATC 3rd,21602471,8,89
21602779,H05,CALCIUM HOMEOSTASIS,ATC 2nd,21602681,14,227
21602791,H05BX,Other anti-parathyroid agents,ATC 4th,21602785,5,120
21603053,J01XD,Imidazole derivatives,ATC 4th,21603041,3,232
21601279,J07A,BACTERIAL VACCINES,ATC 3rd,21601278,76,576
21601284,J07AE,Cholera vaccines,ATC 4th,21601279,3,22
21601304,J07AJ,Pertussis vaccines,ATC 4th,21601279,4,231
21603728,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,ATC 3rd,21601387,13,205
21603850,L03AA,Colony stimulating factors,ATC 4th,21603849,9,230
21603934,M01AA,Butylpyrazolidines,ATC 4th,21603933,5,107
21604016,M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,ATC 4th,21604015,0,12
21604626,N05CB,"Barbiturates, combinations",ATC 4th,21604606,15,261
21604685,N06,PSYCHOANALEPTICS,ATC 2nd,21604180,100,3156
21604817,N07BA,Drugs used in nicotine dependence,ATC 4th,21604816,3,179
21604832,N07CA,Antivertigo preparations,ATC 4th,21604831,4,139
21604864,P01AC,Dichloroacetamide derivatives,ATC 4th,21604849,3,21
40252852,P01BF,"Artemisinin and derivatives, combinations",ATC 4th,21604886,2,18
21603217,R02AA,Antiseptics,ATC 4th,21603216,16,1813
21603241,R02AD,"Anesthetics, local",ATC 4th,21603216,5,1376
21603297,R03BC,"Antiallergic agents, excl. corticosteroids",ATC 4th,21603282,3,101
21603302,R03C,ADRENERGICS FOR SYSTEMIC USE,ATC 3rd,21603248,16,753
21603366,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",ATC 3rd,21603365,24,951
21603446,R06AA,Aminoalkyl ethers,ATC 4th,21603445,9,1516
43534855,S01AE,Fluoroquinolones,ATC 4th,21603552,8,311
21603692,S01EC,Carbonic anhydrase inhibitors,ATC 4th,21603671,5,78
21605119,S01L,OCULAR VASCULAR DISORDER AGENTS,ATC 3rd,21603551,7,231
21605164,S02B,CORTICOSTEROIDS,ATC 3rd,21605144,5,1819
21605199,S03B,CORTICOSTEROIDS,ATC 3rd,21605187,3,946
21605285,V03AN,Medical gases,ATC 4th,21605228,5,236
21605308,V04CD,Tests for pituitary function,ATC 4th,21605297,5,33
21605316,V04CF,Tuberculosis diagnostics,ATC 4th,21605297,2,32
21605437,V08D,ULTRASOUND CONTRAST MEDIA,ATC 3rd,21605372,5,8
21605518,V09GB,Iodine (125I) compounds,ATC 4th,21605509,2,21
21605573,V10AX,Other antiinflammatory therapeutic radiopharmaceuticals,ATC 4th,21605568,4,12
21605585,V10X,OTHER THERAPEUTIC RADIOPHARMACEUTICALS,ATC 3rd,21605567,9,379
947977,L01XG,Proteasome inhibitors,ATC 4th,21603746,3,52
954954,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,ATC 4th,21603891,2,26
21600231,A03DC,Other antispasmodics in combination with analgesics,ATC 4th,21600220,0,0
21601453,C02LK,"Alkaloids, excl. rauwolfia, in combination with diuretics",ATC 4th,21600451,0,0
21601457,C02LN,Serotonin antagonists and diuretics,ATC 4th,21600451,0,0
21601972,D02AC,Soft paraffin and fat products,ATC 4th,21601969,0,0
21602201,D08AB,Aluminium agents,ATC 4th,21602196,0,0
21602425,G01BC,Quinoline derivatives and corticosteroids,ATC 4th,21602423,0,0
21604064,M02AC,Preparations with salicylic acid derivatives,ATC 4th,21604035,0,0
21605365,V07AR,"Sensitivity tests, discs and tablets",ATC 4th,21605359,0,0
21605367,V07AT,Cosmetics,ATC 4th,21605359,0,0
21600033,A01AC,Corticosteroids for local oral treatment,ATC 4th,21600003,4,1883
21600080,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ATC 3rd,21600046,22,826
21600202,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,ATC 4th,21600201,1,59
21600522,A05BA,Liver therapy,ATC 4th,21600521,11,154
21600622,A07AX,Other intestinal antiinfectives,ATC 4th,21600601,2,22
21600627,A07B,INTESTINAL ADSORBENTS,ATC 3rd,21600600,7,487
21600951,A16AX,Various alimentary tract and metabolism products,ATC 4th,21600933,25,435
21601060,B02BD,Blood coagulation factors,ATC 4th,21601043,14,398
21601078,B03A,IRON PREPARATIONS,ATC 3rd,21601077,27,1127
21601160,B05BB,Solutions affecting the electrolyte balance,ATC 4th,21601153,13,1109
21601235,B06AB,Heme products,ATC 4th,21601226,1,14
21600360,C01E,OTHER CARDIAC PREPARATIONS,ATC 3rd,21601238,17,1116
21600394,C02AB,Methyldopa,ATC 4th,21600382,1,32
21600432,C02DC,Pyrimidine derivatives,ATC 4th,21600424,1,74
21601455,C02LL,MAO inhibitors and diuretics,ATC 4th,21600451,0,2
21601463,C03AA,"Thiazides, plain",ATC 4th,21601462,9,228
21601533,C03DA,Aldosterone antagonists,ATC 4th,21601532,5,114
21601574,C04AD,Purine derivatives,ATC 4th,21601561,3,59
21601634,C05B,ANTIVARICOSE THERAPY,ATC 3rd,21601605,10,719
21601744,C08,CALCIUM CHANNEL BLOCKERS,ATC 2nd,21601237,23,1315
21601822,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",ATC 3rd,21601782,8,164
21601848,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,ATC 3rd,21601782,2,67
21601864,C10AB,Fibrates,ATC 4th,21601854,7,220
21601998,D03BA,Proteolytic enzymes,ATC 4th,21601997,4,96
21602028,D05,ANTIPSORIATICS,ATC 2nd,21601907,20,713
21602152,D07BC,"Corticosteroids, potent, combinations with antiseptics",ATC 4th,21602143,0,19
21602321,D10BX,Other anti-acne preparations for systemic use,ATC 4th,21602318,1,16
21602437,G02AD,Prostaglandins,ATC 4th,21602430,5,90
21602488,G03AB,"Progestogens and estrogens, sequential preparations",ATC 4th,21602472,0,491
21602666,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,ATC 3rd,21602627,8,116
21602667,G04CA,Alpha-adrenoreceptor antagonists,ATC 4th,21602666,4,90
21602728,H02AB,Glucocorticoids,ATC 4th,21602723,17,2567
21602786,H05BA,Calcitonin preparations,ATC 4th,21602785,3,44
21602840,J01CE,Beta-lactamase sensitive penicillins,ATC 4th,21602818,5,501
21602930,J01EA,Trimethoprim and derivatives,ATC 4th,21602929,2,61
21602944,J01EC,Intermediate-acting sulfonamides,ATC 4th,21602929,4,881
21603060,J01XX,Other antibacterials,ATC 4th,21603041,14,273
21603076,J02AB,Imidazole derivatives,ATC 4th,21603072,2,375
21603089,J04,ANTIMYCOBACTERIALS,ATC 2nd,21602795,19,314
21603095,J04AB,Antibiotics,ATC 4th,21603090,7,103
21603102,J04AC,Hydrazides,ATC 4th,21603090,1,86
21603127,J05A,DIRECT ACTING ANTIVIRALS,ATC 3rd,21603126,76,1584
21603172,J05AG,Non-nucleoside reverse transcriptase inhibitors,ATC 4th,21603127,6,107
21601255,J06BA,"Immunoglobulins, normal human",ATC 4th,21601254,1,1
21601295,J07AH,Meningococcal vaccines,ATC 4th,21601279,19,90
21601337,J07BC,Hepatitis vaccines,ATC 4th,21601329,7,331
21601364,J07BL,Yellow fever vaccines,ATC 4th,21601329,1,20
21601398,L01AB,Alkyl sulfonates,ATC 4th,21601388,2,36
21603890,L04,IMMUNOSUPPRESSANTS,ATC 2nd,21601386,94,2504
21603923,L04AD,Calcineurin inhibitors,ATC 4th,21603891,3,217
21603966,M01AE,Propionic acid derivatives,ATC 4th,21603933,12,1023
21604024,M01CB,Gold preparations,ATC 4th,21604021,3,40
21604061,M02AB,Capsaicin and similar agents,ATC 4th,21604035,1,207
21604130,M04AA,Preparations inhibiting uric acid production,ATC 4th,21604129,3,103
21604143,M04AX,Other antigout preparations,ATC 4th,21604129,2,26
21604148,M05BA,Bisphosphonates,ATC 4th,21604147,10,185
21604269,N02AB,Phenylpiperidine derivatives,ATC 4th,21604254,2,331
21604397,N03AB,Hydantoin derivatives,ATC 4th,21604390,5,181
21604443,N04,ANTI-PARKINSON DRUGS,ATC 2nd,21604180,32,1459
21604525,N05AE,Indole derivatives,ATC 4th,21604490,5,107
21604831,N07C,ANTIVERTIGO PREPARATIONS,ATC 3rd,21604801,4,139
21604967,P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",ATC 2nd,21604847,23,544
21604976,P03AB,Chlorine containing products,ATC 4th,21604968,1,27
21604994,P03B,INSECTICIDES AND REPELLENTS,ATC 3rd,21604967,6,14
21605010,R01AA,"Sympathomimetics, plain",ATC 4th,21605009,11,1000
21603246,R02AX,Other throat preparations,ATC 4th,21603216,3,475
21603367,R05CA,Expectorants,ATC 4th,21603366,11,617
21603444,R06,ANTIHISTAMINES FOR SYSTEMIC USE,ATC 2nd,21605007,54,5222
21605146,S02AA,Antiinfectives,ATC 4th,21605145,35,3516
21605172,S02CA,Corticosteroids and antiinfectives in combination,ATC 4th,21605171,0,1004
21605228,V03A,ALL OTHER THERAPEUTIC PRODUCTS,ATC 3rd,21605227,67,2152
21605331,V04CJ,Tests for thyreoidea function,ATC 4th,21605297,3,18
21605444,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,ATC 2nd,21605212,38,1462
21605504,V09FX,Various thyroid diagnostic radiopharmaceuticals,ATC 4th,21605503,2,25
21605557,V09X,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS,ATC 3rd,21605444,4,300
21605586,V10XA,Iodine (131I) compounds,ATC 4th,21605585,4,339
21600959,B,BLOOD AND BLOOD FORMING ORGANS,ATC 1st,,240,11022
21600801,A11A,"MULTIVITAMINS, COMBINATIONS",ATC 3rd,21600800,0,0
21600828,A11DB,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,ATC 4th,21600823,0,0
21600912,A13,TONICS,ATC 2nd,21600001,0,0
21600930,A14B,OTHER ANABOLIC AGENTS,ATC 3rd,21600914,0,0
21601458,C02LX,Other antihypertensives and diuretics,ATC 4th,21600451,0,0
21601460,C02N,COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02,ATC 3rd,21600381,0,0
21601736,C07EA,"Beta blocking agents, non-selective, and vasodilators",ATC 4th,21601735,0,0
21601973,D02AD,Liquid plasters,ATC 4th,21601969,0,0
21604920,P01CD,Arsenic compounds,ATC 4th,21604911,0,0
21600161,A03AC,"Synthetic antispasmodics, amides with tertiary amines",ATC 4th,21600128,1,4
21600554,A06AC,Bulk-forming laxatives,ATC 4th,21600532,10,161
21600583,A06AG,Enemas,ATC 4th,21600532,472,1475
21600699,A09AA,Enzyme preparations,ATC 4th,21600698,10,351
21600709,A09AC,"Enzyme and acid preparations, combinations",ATC 4th,21600698,0,35
21600749,A10BB,Sulfonylureas,ATC 4th,21600744,11,236
715764,B06AX,Other hematological agents,ATC 4th,21601226,6,78
21600248,C01B,"ANTIARRHYTHMICS, CLASS I AND III",ATC 3rd,21601238,20,1126
