concept_id,concept_code,concept_name,concept_class_id,parent_concept_id,member_ingredient_count,member_drug_count
21601701,C07B,BETA BLOCKING AGENTS AND THIAZIDES,ATC 3rd,21601664,0,130
21601745,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,ATC 3rd,21601744,16,601
21601974,D02AE,Carbamide products,ATC 4th,21601969,2,580
21602045,D05BA,Psoralens for systemic use,ATC 4th,21602044,3,49
21602054,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ATC 2nd,21601907,40,1410
21602061,D06AX,Other antibiotics for topical use,ATC 4th,21602055,15,613
21602178,D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",ATC 3rd,21602098,0,1383
21602217,D08AF,Nitrofuran derivatives,ATC 4th,21602196,1,33
21602287,D10AB,Preparations containing sulfur,ATC 4th,21602282,3,160
21602337,D11AH,"Agents for dermatitis, excluding corticosteroids",ATC 4th,21602324,13,310
21602377,G01AC,Quinoline derivatives,ATC 4th,21602361,5,114
21602430,G02A,UTEROTONICS,ATC 3rd,21602429,8,131
21602469,G02CX,Other gynecologicals,ATC 4th,21602452,9,38
21602564,G03EK,Androgens and female sex hormones in combination with other drugs,ATC 4th,21602558,1,56
21602598,G03GA,Gonadotropins,ATC 4th,21602597,8,218
21602619,G03XA,Antigonadotropins and similar agents,ATC 4th,21602618,2,19
21602745,H02B,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS",ATC 3rd,21602722,0,4
21602869,J01DB,First-generation cephalosporins,ATC 4th,21602868,8,280
21602894,J01DD,Third-generation cephalosporins,ATC 4th,21602868,14,310
21602987,J01FG,Streptogramins,ATC 4th,21602968,2,11
21603142,J05AC,Cyclic amines,ATC 4th,21603127,2,20
21601278,J07,VACCINES,ATC 2nd,21602795,123,1216
21601309,J07AK,Plague vaccines,ATC 4th,21601279,1,1
21601349,J07BF,Poliomyelitis vaccines,ATC 4th,21601329,7,212
21603752,L01XB,Methylhydrazines,ATC 4th,21603746,1,10
21603765,L01XD,Sensitizers used in photodynamic/radiation therapy,ATC 4th,21603746,4,30
21603812,L02,ENDOCRINE THERAPY,ATC 2nd,21601386,32,715
21603871,L03AC,Interleukins,ATC 4th,21603849,3,23
21604104,M03BB,"Oxazol, thiazine, and triazine derivatives",ATC 4th,21604091,2,91
21604283,N02AD,Benzomorphan derivatives,ATC 4th,21604254,2,48
21604389,N03,ANTIEPILEPTICS,ATC 2nd,21604180,43,1495
21604555,N05AN,Lithium,ATC 4th,21604490,3,76
21604787,N06C,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,ATC 3rd,21604685,0,68
21604798,N06DX,Other anti-dementia drugs,ATC 4th,21604792,6,99
21604825,N07BC,Drugs used in opioid dependence,ATC 4th,21604816,7,369
21604840,N07XX,Other nervous system drugs,ATC 4th,21604838,20,1541
21604869,P01AR,Arsenic compounds,ATC 4th,21604849,1,7
21604989,P03AX,"Other ectoparasiticides, incl. scabicides",ATC 4th,21604968,7,365
21605008,R01,NASAL PREPARATIONS,ATC 2nd,21605007,42,9028
21603207,R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,ATC 3rd,21605008,3,5210
21603208,R01BA,Sympathomimetics,ATC 4th,21603207,3,5210
21603311,R03CC,Selective beta-2-adrenoreceptor agonists,ATC 4th,21603302,12,439
21603445,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,ATC 3rd,21603444,54,5222
21603479,R06AD,Phenothiazine derivatives,ATC 4th,21603445,6,264
21605113,S01KA,Viscoelastic substances,ATC 4th,21605112,3,421
21605181,S02DA,Analgesics and anesthetics,ATC 4th,21605180,4,1741
21605374,V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",ATC 4th,21605373,3,11
21605418,V08C,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,ATC 3rd,21605372,15,36
21605431,V08CB,Superparamagnetic contrast media,ATC 4th,21605418,3,3
954911,L01FC,CD38 (Clusters of Differentiation 38) inhibitors,ATC 4th,955076,2,23
955245,L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors,ATC 4th,955076,2,76
21600001,A,ALIMENTARY TRACT AND METABOLISM,ATC 1st,,1113,26541
21603931,M,MUSCULO-SKELETAL SYSTEM,ATC 1st,,154,5041
21604847,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ATC 1st,,87,2112
21600640,A07C,ELECTROLYTES WITH CARBOHYDRATES,ATC 3rd,21600600,0,0
21600809,A11BA,"Multivitamins, plain",ATC 4th,21600808,0,0
21600911,A12CX,Other mineral products,ATC 4th,21600884,0,0
21601987,D03AA,Cod-liver oil ointments,ATC 4th,21601986,0,0
21602428,G01BF,Imidazole derivatives and corticosteroids,ATC 4th,21602423,0,0
21605346,V06C,INFANT FORMULAS,ATC 3rd,21605342,0,0
21605349,V06DA,"Carbohydrates/proteins/minerals/vitamins, combinations",ATC 4th,21605348,0,0
21605357,V06DX,Other combinations of nutrients,ATC 4th,21605348,0,0
21605359,V07A,ALL OTHER NON-THERAPEUTIC PRODUCTS,ATC 3rd,21605358,0,0
21605360,V07AA,Plasters,ATC 4th,21605359,0,0
21605370,V07AY,Other non-therapeutic auxiliary products,ATC 4th,21605359,0,0
21600002,A01,STOMATOLOGICAL PREPARATIONS,ATC 2nd,21600001,36,5775
21600004,A01AA,Caries prophylactic agents,ATC 4th,21600003,5,997
21600046,A02,DRUGS FOR ACID RELATED DISORDERS,ATC 2nd,21600001,188,3606
21600139,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",ATC 4th,21600128,14,209
21600681,A08AA,Centrally acting antiobesity products,ATC 4th,21600680,11,550
21600693,A08AB,Peripherally acting antiobesity products,ATC 4th,21600680,1,12
21600712,A10,DRUGS USED IN DIABETES,ATC 2nd,21600001,73,2087
21600798,A10XA,Aldose reductase inhibitors,ATC 4th,21600797,1,4
21600815,A11CC,Vitamin D and analogues,ATC 4th,21600810,7,764
21600885,A12CA,Sodium,ATC 4th,21600884,2,460
43534760,B01AF,Direct factor Xa inhibitors,ATC 4th,21600961,4,66
21601043,B02B,VITAMIN K AND OTHER HEMOSTATICS,ATC 3rd,21601032,38,1184
21601220,B05XX,Other i.v. solution additives,ATC 4th,21601194,1,8
21600452,C02LA,Rauwolfia alkaloids and diuretics in combination,ATC 4th,21600451,0,167
21600472,C02LF,Guanidine derivatives and diuretics,ATC 4th,21600451,0,5
21601474,C03AB,Thiazides and potassium in combination,ATC 4th,21601462,0,17
21601587,C04AX,Other peripheral vasodilators,ATC 4th,21601561,11,164
21601625,C05AE,Muscle relaxants,ATC 4th,21601606,3,822
21601718,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,ATC 3rd,21601664,2,174
21601770,C08DB,Benzothiazepine derivatives,ATC 4th,21601765,1,325
21601780,C08GA,Calcium channel blockers and diuretics,ATC 4th,21601779,0,131
21601888,C10AX,Other lipid modifying agents,ATC 4th,21601854,17,355
21601969,D02A,EMOLLIENTS AND PROTECTIVES,ATC 3rd,21601968,2,580
21602037,D05AX,Other antipsoriatics for topical use,ATC 4th,21602029,7,184
21602100,D07AA,"Corticosteroids, weak (group I)",ATC 4th,21602099,3,1236
21602196,D08A,ANTISEPTICS AND DISINFECTANTS,ATC 3rd,21602195,47,3657
21602282,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ATC 3rd,21602281,26,3386
21602304,D10AF,Antiinfectives for treatment of acne,ATC 4th,21602282,6,1134
21602391,G01AF,Imidazole derivatives,ATC 4th,21602361,16,980
21602410,G01AX,Other antiinfectives and antiseptics,ATC 4th,21602361,24,640
21602473,G03AA,"Progestogens and estrogens, fixed combinations",ATC 4th,21602472,0,598
21602622,G03XB,Progesterone receptor modulators,ATC 4th,21602618,2,21
21603091,J04AA,Aminosalicylic acid and derivatives,ATC 4th,21603090,2,22
21601254,J06B,IMMUNOGLOBULINS,ATC 3rd,21601245,23,345
21601319,J07AN,Tuberculosis vaccines,ATC 4th,21601279,3,26
21601387,L01,ANTINEOPLASTIC AGENTS,ATC 2nd,21601386,271,4471
21603747,L01XA,Platinum compounds,ATC 4th,21603746,4,42
21603814,L02AA,Estrogens,ATC 4th,21603813,5,114
21604077,M03AC,Other quaternary ammonium compounds,ATC 4th,21604070,10,112
21604125,M03C,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",ATC 3rd,21604069,1,33
21604157,M05BB,"Bisphosphonates, combinations",ATC 4th,21604147,0,12
21604170,M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 2nd,21603931,17,687
21604178,M09AX,Other drugs for disorders of the musculo-skeletal system,ATC 4th,21604171,12,587
21604181,N01,ANESTHETICS,ATC 2nd,21604180,44,3506
21604220,N01B,"ANESTHETICS, LOCAL",ATC 3rd,21604181,18,2867
21604296,N02AX,Other opioids,ATC 4th,21604254,6,231
21604491,N05AA,Phenothiazines with aliphatic side-chain,ATC 4th,21604490,7,241
21604719,N06AF,"Monoamine oxidase inhibitors, non-selective",ATC 4th,21604686,5,39
21604752,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",ATC 3rd,21604685,29,1179
21604902,P01BE,"Artemisinin and derivatives, plain",ATC 4th,21604886,3,13
21604927,P02,ANTHELMINTICS,ATC 2nd,21604847,21,709
21604995,P03BA,Pyrethrines,ATC 4th,21604994,2,10
21603365,R05,COUGH AND COLD PREPARATIONS,ATC 2nd,21605007,67,6732
21603440,R05FB,Other cough suppressants and expectorants,ATC 4th,21603436,0,1577
21603470,R06AC,Substituted ethylene diamines,ATC 4th,21603445,5,133
21603530,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,ATC 2nd,21605007,14,167
21603616,S01B,ANTIINFLAMMATORY AGENTS,ATC 3rd,21603551,25,4253
21603651,S01CA,Corticosteroids and antiinfectives in combination,ATC 4th,21603650,5,836
21605096,S01H,LOCAL ANESTHETICS,ATC 3rd,21603551,21,1307
21605125,S01X,OTHER OPHTHALMOLOGICALS,ATC 3rd,21603551,56,3161
21605188,S03A,ANTIINFECTIVES,ATC 3rd,21605187,24,4063
21605205,S03CA,Corticosteroids and antiinfectives in combination,ATC 4th,21605204,1,1098
21605342,V06,GENERAL NUTRIENTS,ATC 2nd,21605212,2,207
21605475,V09DA,Technetium (99mTc) compounds,ATC 4th,21605474,1,1
21601532,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,ATC 3rd,21601461,7,162
21601276,J06BC,Antibacterial monoclonal antibodies,ATC 4th,21601254,3,23
947845,L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,ATC 4th,947753,5,39
954928,L01FY,Combinations of monoclonal antibodies and antibody drug conjugates,ATC 4th,955076,0,19
955013,L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,ATC 4th,955076,4,121
21605007,R,RESPIRATORY SYSTEM,ATC 1st,,251,22385
21600481,A03ED,Antispasmodics in combination with other drugs,ATC 4th,21600232,0,0
21600829,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",ATC 3rd,21600800,0,0
21600854,A11JA,Combinations of vitamins,ATC 4th,21600853,0,0
21601528,C03CD,Pyrazolone derivatives,ATC 4th,21601516,0,0
21601977,D02AF,Salicylic acid preparations,ATC 4th,21601969,0,0
21603326,R03CK,Adrenergics and other drugs for obstructive airway diseases,ATC 4th,21603302,0,0
21605371,V07AZ,Chemicals and reagents for analysis,ATC 4th,21605359,0,0
